,"('A', 0)","('A', 1)","('O', 0)","('O', 1)","('R', 0)","('R', 1)"
50007,0,1,2,0,0,2
50008,1,1,0,0,0,1
50009,0,1,2,1,0,2
50010,0,1,2,2,0,2
50011,1,1,1,0,0,1
50012,1,1,0,0,0,1
50013,1,0,1,2,0,0
50014,0,1,2,0,0,2
50015,0,1,2,0,0,2
50016,1,0,0,2,0,0
50017,0,1,2,1,0,2
50018,0,1,2,1,0,2
50019,1,1,0,0,0,1
50020,1,1,0,0,0,1
50021,0,1,2,0,0,2
50022,1,1,0,0,0,1
50023,1,1,0,1,0,0
50024,1,1,0,0,0,0
50025,1,1,1,1,0,1
50026,1,1,1,1,0,1
50027,1,0,1,2,0,0
50028,1,0,0,2,0,0
50029,1,1,0,0,0,1
50030,1,1,0,0,0,1
50031,0,1,2,1,0,2
50032,0,1,2,0,0,2
50033,1,1,1,1,0,1
50034,0,1,2,1,0,2
50035,0,1,2,0,0,2
50036,0,1,1,0,0,2
50037,1,1,0,0,0,1
50038,0,1,2,0,0,2
50039,0,1,2,1,0,2
50040,1,1,0,0,0,0
50041,1,1,0,1,0,1
50042,1,1,1,0,0,0
50043,0,1,2,0,0,2
50044,0,1,2,2,0,2
50045,1,1,0,0,0,1
50046,1,1,0,0,0,1
50047,0,1,2,0,0,2
50048,0,1,0,0,0,2
50049,1,0,0,2,0,0
50050,1,1,0,1,0,1
50051,0,1,2,0,0,2
50052,0,1,2,0,0,2
50053,0,1,2,1,0,2
50054,0,1,2,1,0,2
50055,0,1,0,2,0,2
50056,0,1,1,0,0,2
50057,1,0,0,2,0,0
50058,0,1,2,1,0,2
50059,1,1,0,0,0,1
50060,1,1,1,0,0,1
50061,1,1,0,0,0,1
50062,1,1,0,1,0,1
50063,0,1,1,0,0,2
50064,0,1,2,1,0,2
50065,1,1,0,0,0,1
50066,0,1,2,1,0,2
50067,1,1,0,0,0,1
50068,0,1,2,0,0,2
50069,0,1,2,1,0,2
50070,1,1,0,0,0,1
50071,0,1,2,1,0,2
50072,0,1,2,1,0,2
50073,0,1,2,1,0,2
50074,1,1,0,1,0,1
50075,1,1,0,1,0,1
50076,1,1,1,0,0,0
50077,1,1,0,0,0,0
50078,0,1,0,2,0,2
50079,1,0,0,2,0,0
50080,1,1,0,0,0,1
50081,1,1,0,0,0,1
50082,0,1,2,0,0,2
50083,1,1,0,0,0,0
50084,0,1,2,0,0,2
50085,1,0,0,0,0,0
50086,1,1,0,1,0,1
50087,1,1,0,0,0,1
50088,1,1,1,0,0,1
50089,0,1,0,1,0,2
50090,1,0,0,2,0,0
50091,1,1,0,1,0,0
50092,0,1,2,0,0,2
50093,0,1,2,0,0,2
50094,1,1,0,1,0,0
50095,0,1,0,0,0,2
50096,1,1,0,1,0,1
50097,0,1,2,1,0,2
50098,0,1,2,0,0,2
50099,1,1,0,0,0,1
50100,1,1,1,1,0,0
50101,0,1,2,1,0,2
50102,0,1,2,0,0,2
50103,1,1,0,0,0,0
50104,0,1,2,0,0,2
50105,1,0,1,2,0,0
50106,1,1,0,0,0,1
50107,1,1,0,0,0,1
50108,1,1,0,0,0,0
50109,0,1,2,0,0,2
50110,0,1,2,1,0,2
50111,0,1,0,0,0,2
50112,1,1,1,1,0,0
50113,0,1,0,0,0,2
50114,1,1,0,1,0,1
50115,0,1,2,1,0,2
50116,0,1,2,1,0,2
50117,0,1,2,1,0,2
50118,1,1,0,0,0,1
50119,0,1,1,0,0,2
50120,1,1,1,0,0,1
50121,0,1,2,0,0,2
50122,1,1,0,0,0,1
50123,1,1,0,0,0,1
50124,0,1,2,0,0,2
50125,1,1,0,0,0,1
50126,0,1,2,0,0,2
50127,1,1,0,1,0,0
50128,0,1,2,0,0,2
50129,1,1,1,0,0,1
50130,1,1,0,0,0,1
50131,1,0,0,2,0,0
50132,1,1,0,0,0,1
50133,1,1,0,0,0,1
50134,1,1,1,0,0,1
50135,0,1,2,1,0,2
50136,1,1,0,0,0,1
50137,0,1,2,0,0,2
50138,0,1,2,0,0,2
50139,0,1,2,0,0,2
50140,1,1,0,0,0,1
50141,1,1,0,1,0,1
50142,0,1,2,0,0,2
50143,1,1,0,0,0,1
50144,1,1,0,0,0,1
50145,0,1,2,1,0,2
50146,1,0,0,2,0,0
50147,1,0,0,2,0,0
50148,0,1,0,0,0,2
50149,1,1,1,0,0,1
50150,1,1,1,0,0,0
50151,0,1,2,1,0,2
50152,0,1,2,1,0,2
50153,1,1,0,0,0,1
50154,1,0,1,2,0,0
50155,1,1,0,1,0,1
50156,0,1,2,0,0,2
50157,0,1,0,0,0,2
50158,1,0,1,2,0,0
50159,0,1,2,1,0,2
50160,0,1,2,2,0,2
50161,1,1,0,0,0,0
50162,1,1,0,0,0,1
50163,1,1,1,0,0,0
50164,0,1,0,0,0,2
50165,0,1,2,0,0,2
50166,0,1,1,0,0,2
50167,1,1,0,0,0,1
50168,0,1,2,0,0,2
50169,1,1,0,1,0,1
50170,1,1,0,1,0,0
50171,1,1,0,0,0,1
50172,0,1,2,1,0,2
50173,0,1,2,0,0,2
50174,0,1,2,0,0,2
50175,0,1,2,0,0,2
50176,1,1,1,1,0,1
50177,0,1,2,0,0,2
50178,0,1,2,0,0,2
50179,0,1,2,0,0,2
50180,0,1,1,0,0,2
50181,0,1,1,0,0,2
50182,0,1,2,0,0,2
50183,1,1,1,0,0,0
50184,1,1,0,1,0,0
50185,0,1,2,1,0,2
50186,0,1,2,0,0,2
50187,0,1,2,2,0,2
50188,0,1,0,0,0,2
50189,1,1,0,1,0,1
50190,1,1,0,0,0,1
50191,1,1,0,0,0,1
50192,0,1,2,0,0,2
50193,1,1,0,0,0,1
50194,0,1,2,0,0,2
50195,1,0,0,0,0,0
50196,1,1,0,1,0,0
50197,1,1,2,0,0,1
50198,1,1,0,0,0,0
50199,0,1,2,0,0,2
50200,1,1,1,1,0,1
50201,0,1,2,0,0,2
50202,0,1,2,0,0,2
50203,1,0,0,2,0,0
50204,0,1,2,0,0,2
50205,0,1,0,1,0,2
50206,0,1,2,0,0,2
50207,1,1,0,0,0,1
50208,0,1,2,0,0,2
50209,0,1,2,0,0,2
50210,0,1,2,0,0,2
50211,0,1,0,0,0,2
50212,0,1,2,0,0,2
50213,0,1,0,0,0,2
50214,0,1,1,1,0,2
50215,1,1,1,1,0,1
50216,1,0,1,0,0,0
50217,0,1,2,1,0,2
50218,0,1,2,1,0,2
50219,0,1,2,0,0,2
50220,0,1,0,1,0,2
50221,1,0,0,2,0,0
50222,1,1,0,0,0,1
50223,0,1,2,1,0,2
50224,0,1,0,0,0,2
50225,0,1,2,1,0,2
50226,0,1,2,0,0,2
50227,1,1,1,0,0,0
50228,0,1,2,0,0,2
50229,0,1,2,1,0,2
50230,1,1,1,0,0,1
50231,1,1,1,1,0,1
50232,1,1,1,0,0,1
50233,0,1,2,0,0,2
50234,1,0,1,2,0,0
50235,1,1,0,1,0,1
50236,1,1,0,0,0,1
50237,0,1,2,0,0,2
50238,1,1,0,0,0,1
50239,0,1,2,0,0,2
50240,0,1,2,0,0,2
50241,0,1,2,0,0,2
50242,0,1,2,1,0,2
50243,1,1,0,0,0,0
50244,1,1,1,0,0,1
50245,0,1,2,0,0,2
50246,0,1,2,0,0,2
50247,1,1,0,1,0,0
50248,1,1,0,0,0,1
50249,1,1,1,0,0,0
50250,0,1,2,1,0,2
50251,0,1,2,0,0,2
50252,0,1,2,1,0,2
50253,0,1,2,1,0,2
50254,0,1,2,0,0,2
50255,1,1,0,0,0,1
50256,0,1,2,0,0,2
50257,1,1,0,0,0,1
50258,1,1,1,1,0,1
50259,0,1,2,1,0,2
50260,1,1,0,0,0,0
50261,0,1,2,0,0,2
50262,0,1,0,0,0,2
50263,1,1,1,0,0,1
50264,0,1,2,0,0,2
50265,0,1,2,0,0,2
50266,1,0,0,0,0,0
50267,1,1,0,0,0,1
50268,1,1,0,1,0,0
50269,0,1,2,0,0,2
50270,1,1,0,1,0,1
50271,1,1,0,1,0,0
50272,0,1,2,1,0,2
50273,0,1,2,0,0,2
50274,0,1,2,0,0,2
50275,0,1,2,0,0,2
50276,0,1,2,0,0,2
50277,0,1,2,0,0,2
50278,1,1,0,1,0,1
50279,0,1,2,0,0,2
50280,0,1,2,1,0,2
50281,1,1,1,0,0,0
50282,1,1,0,0,0,1
50283,1,1,1,0,0,1
50284,0,1,2,0,0,2
50285,0,1,2,0,0,2
50286,0,1,2,0,0,2
50287,0,1,2,0,0,2
50288,0,1,2,0,0,2
50289,1,1,1,0,0,1
50290,1,1,0,1,0,1
50291,0,1,2,1,0,2
50292,1,1,0,1,0,1
50293,0,1,0,0,0,2
50294,1,1,0,0,0,1
50295,0,1,0,1,0,2
50296,0,1,0,0,0,2
50297,0,1,0,0,0,2
50298,1,1,0,0,0,1
50299,0,1,2,0,0,2
50300,1,1,0,0,0,1
50301,0,1,2,0,0,2
50302,1,0,2,2,0,0
50303,1,1,0,1,0,1
50304,0,1,2,1,0,2
50305,1,0,0,2,0,0
50306,0,1,1,0,0,2
50307,1,1,1,0,0,1
50308,1,1,0,0,0,1
50309,0,1,2,1,0,2
50310,0,1,2,0,0,2
50311,0,1,2,0,0,2
50312,1,0,1,2,0,0
50313,0,1,2,0,0,2
50314,1,1,0,1,0,1
50315,0,1,2,0,0,2
50316,0,1,0,1,0,2
50317,0,1,2,1,0,2
50318,1,1,1,0,0,0
50319,0,1,2,0,0,2
50320,0,1,2,0,0,2
50321,0,1,2,0,0,2
50322,0,1,2,0,0,2
50323,1,1,0,1,0,1
50324,1,1,0,0,0,0
50325,0,1,2,0,0,2
50326,0,1,1,1,0,2
50327,0,1,2,1,0,2
50328,0,1,2,0,0,2
50329,0,1,2,0,0,2
50330,0,1,2,1,0,2
50331,0,1,2,1,0,2
50332,0,1,2,0,0,2
50333,0,1,2,1,0,2
50334,1,1,0,1,0,1
50335,1,1,1,0,0,0
50336,1,1,1,1,0,1
50337,0,1,2,0,0,2
50338,0,1,2,1,0,2
50339,1,1,0,0,0,0
50340,0,1,2,1,0,2
50341,0,1,2,0,0,2
50342,0,1,0,0,0,2
50343,0,1,2,0,0,2
50344,0,1,2,0,0,2
50345,0,1,2,0,0,2
50346,0,1,2,0,0,2
50347,0,1,0,1,0,2
50348,1,1,0,0,0,1
50349,1,1,0,0,0,1
50350,1,1,1,1,0,1
50351,1,1,0,1,0,0
50352,1,1,0,0,0,1
50353,1,0,0,2,0,0
50354,1,1,1,0,0,1
50355,0,1,2,1,0,2
50356,1,1,0,1,0,1
50357,0,1,2,0,0,2
50358,0,1,0,1,0,2
50359,1,1,2,1,0,1
50360,1,0,0,2,0,0
50361,0,1,2,0,0,2
50362,1,1,2,0,0,1
50363,1,1,1,0,0,1
50364,1,1,1,0,0,0
50365,1,1,0,1,0,1
50366,1,1,1,0,0,1
50367,1,1,1,0,0,0
50368,0,1,2,1,0,2
50369,0,1,2,0,0,2
50370,0,1,2,0,0,2
50371,1,0,0,2,0,0
50372,0,1,2,0,0,2
50373,1,1,1,1,0,0
50374,1,1,0,0,0,1
50375,0,1,2,0,0,2
50376,1,0,0,2,0,0
50377,1,1,0,1,0,1
50378,1,1,1,0,0,0
50379,1,1,0,0,0,1
50380,0,1,2,0,0,2
50381,1,1,1,0,0,1
50382,0,1,2,0,0,2
50383,1,1,2,1,0,0
50384,1,1,0,0,0,1
50385,0,1,2,0,0,2
50386,0,1,2,0,0,2
50387,1,1,1,0,0,1
50388,0,1,2,0,0,2
50389,0,1,2,0,0,2
50390,1,0,0,2,0,0
50391,1,0,0,0,0,0
50392,1,1,0,1,0,1
50393,1,0,0,0,0,0
50394,1,1,0,1,0,1
50395,0,1,2,0,0,2
50396,1,1,0,0,0,1
50397,0,1,2,2,0,2
50398,0,1,0,0,0,2
50399,1,1,0,0,0,1
50400,0,1,2,0,0,2
50401,1,0,0,2,0,0
50402,0,1,2,0,0,2
50403,1,1,0,0,0,1
50404,1,1,1,1,0,1
50405,1,1,0,0,0,0
50406,0,1,2,0,0,2
50407,1,1,1,0,0,1
50408,0,1,2,0,0,2
50409,0,1,2,0,0,2
50410,0,1,2,0,0,2
50411,0,1,2,0,0,2
50412,0,1,2,0,0,2
50413,1,1,0,0,0,1
50414,0,1,0,0,0,2
50415,1,0,0,1,0,0
50416,1,0,0,2,0,0
50417,0,1,0,1,0,2
50418,0,1,2,0,0,2
50419,0,1,2,0,0,2
50420,0,1,2,0,0,2
50421,0,1,2,0,0,2
50422,0,1,2,1,0,2
50423,1,1,0,0,0,1
50424,0,1,2,0,0,2
50425,1,1,0,1,0,1
50426,0,1,2,0,0,2
50427,1,1,1,1,0,1
50428,1,1,1,1,0,1
50429,0,1,0,0,0,2
50430,0,1,2,0,0,2
50431,0,1,2,0,0,2
50432,0,1,2,1,0,2
50433,0,1,2,0,0,2
50434,0,1,1,0,0,2
50435,1,1,0,0,0,1
50436,1,1,1,0,0,1
50437,1,1,1,0,0,0
50438,0,1,2,0,0,2
50439,1,1,0,1,0,0
50440,0,1,2,0,0,2
50441,1,1,0,0,0,1
50442,1,1,1,0,0,1
50443,1,1,0,0,0,1
50444,1,0,0,2,0,0
50445,0,1,2,0,0,2
50446,0,1,2,0,0,2
50447,1,1,0,0,0,0
50448,0,1,2,0,0,2
50449,0,1,2,0,0,2
50450,1,1,1,0,0,1
50451,0,1,2,0,0,2
50452,1,1,0,1,0,1
50453,0,1,2,0,0,2
50454,0,1,2,0,0,2
50455,1,1,0,0,0,1
50456,0,1,2,0,0,2
50457,1,1,0,1,0,0
50458,1,1,1,0,0,0
50459,0,1,2,1,0,2
50460,1,1,0,0,0,0
50461,0,1,2,2,0,2
50462,1,1,0,0,0,0
50463,0,1,0,0,0,2
50464,1,1,1,1,0,0
50465,1,1,1,0,0,0
50466,1,0,0,2,0,0
50467,0,1,2,0,0,2
50468,0,1,2,0,0,2
50469,1,1,0,1,0,1
50470,0,1,2,0,0,2
50471,1,1,0,0,0,1
50472,0,1,2,0,0,2
50473,0,1,0,1,0,2
50474,0,1,2,0,0,2
50475,0,1,1,0,0,2
50476,0,1,2,0,0,2
50477,1,1,0,1,0,1
50478,1,1,0,1,0,1
50479,0,1,2,0,0,2
50480,0,1,2,1,0,2
50481,1,1,0,0,0,1
50482,0,1,2,0,0,2
50483,1,1,0,0,0,0
50484,0,1,2,1,0,2
50485,1,1,0,0,0,1
50486,1,1,0,0,0,1
50487,1,0,1,2,0,0
50488,1,1,1,0,0,1
50489,0,1,2,0,0,2
50490,1,0,0,2,0,0
50491,1,1,0,1,0,0
50492,1,0,0,2,0,0
50493,1,1,0,1,0,1
50494,1,0,1,2,0,0
50495,1,1,0,1,0,1
50496,1,1,0,1,0,0
50497,0,1,2,0,0,2
50498,0,1,2,0,0,2
50499,0,1,2,1,0,2
50500,0,1,0,0,0,2
50501,1,0,1,1,0,0
50502,0,1,2,0,0,2
50503,1,1,0,1,0,1
50504,0,1,2,0,0,2
50505,0,1,0,0,0,2
50506,0,1,2,0,0,2
50507,1,0,0,0,0,0
50508,0,1,2,1,0,2
50509,0,1,2,0,0,2
50510,0,1,2,0,0,2
50511,1,1,0,0,0,0
50512,0,1,2,0,0,2
50513,1,1,0,1,0,1
50514,1,1,0,1,0,1
50515,0,1,2,1,0,2
50516,0,1,2,0,0,2
50517,0,1,2,0,0,2
50518,0,1,0,0,0,2
50519,0,1,2,0,0,2
50520,0,1,2,1,0,2
50521,0,1,2,0,0,2
50522,0,1,2,0,0,2
50523,0,1,0,0,0,2
50524,1,0,0,2,0,0
50525,1,1,0,0,0,0
50526,1,0,2,2,0,0
50527,0,1,1,0,0,2
50528,1,1,0,0,0,1
50529,1,1,1,0,0,0
50530,1,1,2,0,0,1
50531,0,1,0,1,0,2
50532,1,1,0,0,0,1
50533,0,1,2,0,0,2
50534,1,1,0,0,0,1
50535,1,1,0,0,0,1
50536,0,1,2,1,0,2
50537,0,1,2,1,0,2
50538,0,1,2,0,0,2
50539,1,1,0,1,0,1
50540,0,1,2,0,0,2
50541,1,0,0,1,0,0
50542,0,1,2,1,0,2
50543,1,1,0,0,0,1
50544,0,1,2,0,0,2
50545,0,1,0,0,0,2
50546,0,1,2,0,0,2
50547,0,1,2,1,0,2
50548,0,1,2,1,0,2
50549,0,1,2,0,0,2
50550,1,0,0,2,0,0
50551,1,1,0,1,0,0
50552,1,1,0,1,0,0
50553,1,1,1,0,0,1
50554,1,1,0,0,0,1
50555,1,0,0,0,0,0
50556,0,1,2,0,0,2
50557,1,1,0,0,0,1
50558,0,1,2,1,0,2
50559,1,1,0,0,0,0
50560,1,1,1,0,0,0
50561,1,1,0,0,0,1
50562,1,1,1,0,0,1
50563,0,1,2,0,0,2
50564,1,1,0,0,0,1
50565,1,1,0,1,0,1
50566,0,1,2,0,0,2
50567,0,1,2,1,0,2
50568,0,1,2,1,0,2
50569,1,1,1,0,0,1
50570,1,1,0,0,0,1
50571,1,0,0,2,0,0
50572,1,1,0,0,0,1
50573,1,1,0,1,0,1
50574,1,1,2,1,0,0
50575,0,1,0,0,0,2
50576,0,1,2,0,0,2
50577,1,0,0,2,0,0
50578,0,1,0,1,0,2
50579,0,1,2,0,0,2
50580,1,1,0,0,0,1
50581,1,0,1,2,0,0
50582,1,1,0,1,0,1
50583,1,0,1,2,0,0
50584,1,1,1,0,0,1
50585,1,1,0,0,0,1
50586,1,1,0,1,0,1
50587,1,0,0,2,0,0
50588,0,1,2,0,0,2
50589,1,1,0,1,0,0
50590,0,1,2,0,0,2
50591,1,1,0,0,0,1
50592,0,1,2,1,0,2
50593,0,1,2,1,0,2
50594,0,1,2,1,0,2
50595,1,1,0,0,0,1
50596,1,1,1,0,0,1
50597,0,1,2,2,0,2
50598,1,1,0,0,0,1
50599,0,1,2,1,0,2
50600,0,1,2,1,0,2
50601,1,0,1,2,0,0
50602,1,1,0,1,0,1
50603,0,1,2,0,0,2
50604,0,1,0,0,0,2
50605,1,1,0,0,0,1
50606,1,1,1,2,0,0
50607,1,1,1,1,0,1
50608,1,1,0,0,0,1
50609,1,1,0,0,0,1
50610,1,0,1,2,0,0
50611,0,1,2,0,0,2
50612,1,1,0,0,0,0
50613,0,1,2,1,0,2
50614,1,0,1,2,0,0
50615,0,1,2,1,0,2
50616,0,1,1,0,0,2
50617,1,1,0,1,0,0
50618,1,0,1,2,0,0
50619,1,1,0,0,0,1
50620,1,1,0,0,0,1
50621,1,1,0,0,0,1
50622,0,1,2,0,0,2
50623,1,1,0,0,0,1
50624,0,1,0,1,0,2
50625,0,1,2,1,0,2
50626,1,1,1,1,0,1
50627,0,1,2,1,0,2
50628,0,1,2,0,0,2
50629,1,1,0,0,0,1
50630,0,1,2,0,0,2
50631,0,1,2,0,0,2
50632,0,1,0,1,0,2
50633,1,0,1,0,0,0
50634,0,1,2,0,0,2
50635,0,1,2,0,0,2
50636,1,1,0,0,0,1
50637,0,1,2,0,0,2
50638,1,1,0,1,0,1
50639,0,1,0,0,0,2
50640,0,1,2,0,0,2
50641,0,1,2,0,0,2
50642,1,1,0,0,0,0
50643,0,1,2,1,0,2
50644,1,0,1,2,0,0
50645,0,1,2,2,0,2
50646,0,1,2,0,0,2
50647,0,1,2,1,0,2
50648,0,1,2,1,0,2
50649,1,1,0,0,0,0
50650,0,1,2,0,0,2
50651,1,0,0,0,0,0
50652,0,1,2,1,0,2
50653,1,1,0,1,0,1
50654,1,1,0,1,0,0
50655,1,1,0,0,0,1
50656,0,1,2,0,0,2
50657,0,1,2,1,0,2
50658,0,1,2,0,0,2
50659,0,1,2,0,0,2
50660,0,1,0,0,0,2
50661,0,1,2,0,0,2
50662,1,1,1,1,0,0
50663,1,0,0,2,0,0
50664,0,1,2,0,0,2
50665,1,1,0,0,0,1
50666,0,1,2,1,0,2
50667,1,1,0,1,0,1
50668,1,0,0,2,0,0
50669,1,1,1,0,0,1
50670,0,1,2,0,0,2
50671,0,1,2,0,0,2
50672,0,1,2,0,0,2
50673,0,1,2,0,0,2
50674,0,1,2,0,0,2
50675,1,1,1,0,0,1
50676,1,0,0,2,0,0
50677,0,1,2,0,0,2
50678,1,1,0,0,0,1
50679,1,1,0,0,0,0
50680,1,1,1,0,0,0
50681,0,1,1,0,0,2
50682,1,1,1,0,0,1
50683,0,1,1,0,0,2
50684,1,1,0,1,0,0
50685,0,1,2,1,0,2
50686,1,1,0,1,0,0
50687,0,1,2,0,0,2
50688,1,0,0,2,0,0
50689,0,1,2,1,0,2
50690,0,1,2,1,0,2
50691,1,1,0,0,0,1
50692,0,1,1,0,0,2
50693,0,1,0,1,0,2
50694,0,1,2,0,0,2
50695,0,1,2,0,0,2
50696,0,1,2,0,0,2
50697,1,1,0,0,0,1
50698,0,1,2,1,0,2
50699,0,1,2,0,0,2
50700,1,1,0,0,0,1
50701,1,1,0,2,0,1
50702,0,1,2,1,0,2
50703,0,1,0,0,0,2
50704,1,1,0,0,0,1
50705,0,1,2,0,0,2
50706,0,1,2,0,0,2
50707,0,1,2,0,0,2
50708,1,1,1,0,0,1
50709,1,0,1,2,0,0
50710,1,1,0,0,0,1
50711,0,1,2,1,0,2
50712,0,1,2,0,0,2
50713,0,1,2,0,0,2
50714,1,1,0,0,0,1
50715,0,1,1,0,0,2
50716,1,1,1,1,0,0
50717,0,1,2,0,0,2
50718,0,1,2,0,0,2
50719,0,1,2,1,0,2
50720,1,1,1,1,0,0
50721,0,1,2,2,0,2
50722,0,1,2,0,0,2
50723,0,1,2,0,0,2
50724,0,1,2,0,0,2
50725,1,1,1,1,0,0
50726,1,1,0,0,0,0
50727,1,1,1,2,0,1
50728,0,1,2,0,0,2
50729,0,1,2,0,0,2
50730,1,1,1,0,0,1
50731,1,1,0,0,0,1
50732,1,1,1,0,0,0
50733,0,1,0,0,0,2
50734,1,1,0,1,0,0
50735,1,1,1,0,0,1
50736,1,1,1,0,0,1
50737,1,0,1,2,0,0
50738,1,0,0,2,0,0
50739,1,1,1,1,0,1
50740,1,1,0,0,0,0
50741,0,1,0,0,0,2
50742,0,1,2,0,0,2
50743,0,1,2,0,0,2
50744,0,1,2,0,0,2
50745,1,1,1,2,0,1
50746,0,1,2,1,0,2
50747,1,0,1,2,0,0
50748,0,1,2,0,0,2
50749,0,1,1,1,0,2
50750,0,1,2,0,0,2
50751,0,1,0,0,0,2
50752,0,1,0,0,0,2
50753,0,1,2,2,0,2
50754,1,1,0,0,0,1
50755,1,1,0,0,0,1
50756,0,1,0,0,0,2
50757,0,1,2,1,0,2
50758,1,1,0,0,0,0
50759,1,1,0,1,0,1
50760,0,1,2,1,0,2
50761,1,1,1,0,0,1
50762,0,1,2,0,0,2
50763,1,1,0,0,0,1
50764,0,1,2,0,0,2
50765,1,1,0,0,0,0
50766,1,1,0,0,0,1
50767,0,1,2,0,0,2
50768,0,1,2,0,0,2
50769,0,1,1,0,0,2
50770,1,1,1,0,0,1
50771,0,1,2,1,0,2
50772,0,1,2,0,0,2
50773,0,1,2,1,0,2
50774,1,1,2,0,0,0
50775,0,1,2,0,0,2
50776,1,1,1,0,0,1
50777,0,1,2,0,0,2
50778,1,1,1,1,0,0
50779,1,1,0,0,0,0
50780,1,1,0,0,0,1
50781,1,1,0,1,0,0
50782,1,0,1,2,0,0
50783,0,1,0,2,0,2
50784,1,0,0,2,0,0
50785,0,1,2,1,0,2
50786,0,1,2,1,0,2
50787,1,1,0,0,0,0
50788,0,1,2,1,0,2
50789,0,1,0,2,0,2
50790,0,1,2,1,0,2
50791,0,1,2,0,0,2
50792,1,1,0,0,0,0
50793,0,1,2,0,0,2
50794,1,1,0,1,0,1
50795,1,1,0,0,0,1
50796,0,1,2,1,0,2
50797,0,1,2,0,0,2
50798,1,0,0,2,0,0
50799,1,1,0,0,0,1
50800,0,1,2,0,0,2
50801,1,1,0,0,0,1
50802,1,1,0,0,0,1
50803,0,1,2,0,0,2
50804,1,1,0,0,0,0
50805,1,1,1,0,0,0
50806,1,1,0,0,0,1
50807,0,1,2,0,0,2
50808,0,1,0,1,0,2
50809,0,1,2,1,0,2
50810,1,0,0,2,0,0
50811,0,1,2,0,0,2
50812,1,1,0,0,0,1
50813,1,1,0,0,0,1
50814,1,1,1,0,0,1
50815,0,1,0,1,0,2
50816,1,0,1,2,0,0
50817,0,1,2,1,0,2
50818,1,1,0,1,0,1
50819,0,1,2,0,0,2
50820,0,1,2,0,0,2
50821,0,1,2,0,0,2
50822,1,1,0,1,0,0
50823,1,1,0,1,0,1
50824,0,1,2,0,0,2
50825,0,1,2,1,0,2
50826,0,1,2,0,0,2
50827,1,1,0,0,0,1
50828,0,1,2,0,0,2
50829,0,1,2,1,0,2
50830,0,1,2,0,0,2
50831,1,0,0,2,0,0
50832,0,1,2,0,0,2
50833,1,1,0,0,0,0
50834,0,1,2,1,0,2
50835,1,1,1,0,0,0
50836,1,0,1,2,0,0
50837,1,1,0,0,0,1
50838,1,1,0,0,0,1
50839,1,0,0,0,0,0
50840,1,1,0,0,0,1
50841,0,1,2,0,0,2
50842,1,0,0,2,0,0
50843,0,1,2,0,0,2
50844,1,1,0,1,0,1
50845,1,1,0,1,0,0
50846,0,1,2,0,0,2
50847,1,1,0,0,0,1
50848,0,1,2,0,0,2
50849,1,1,1,0,0,0
50850,1,1,0,1,0,1
50851,1,1,1,0,0,1
50852,1,1,0,1,0,1
50853,0,1,2,0,0,2
50854,0,1,2,1,0,2
50855,0,1,2,1,0,2
50856,1,1,1,0,0,1
50857,0,1,2,1,0,2
50858,1,1,1,0,0,1
50859,0,1,2,0,0,2
50860,1,0,1,2,0,0
50861,0,1,2,0,0,2
50862,0,1,0,0,0,2
50863,0,1,2,1,0,2
50864,0,1,2,0,0,2
50865,0,1,2,1,0,2
50866,1,1,0,0,0,1
50867,1,1,0,0,0,0
50868,0,1,0,1,0,2
50869,0,1,2,0,0,2
50870,0,1,2,0,0,2
50871,0,1,2,0,0,2
50872,0,1,2,0,0,2
50873,1,1,0,0,0,1
50874,0,1,2,1,0,2
50875,0,1,0,0,0,2
50876,1,1,0,0,0,0
50877,1,1,1,2,0,1
50878,1,1,1,0,0,1
50879,0,1,2,0,0,2
50880,1,1,0,0,0,1
50881,0,1,2,0,0,2
50882,1,1,0,0,0,1
50883,0,1,2,0,0,2
50884,0,1,2,0,0,2
50885,0,1,1,1,0,2
50886,1,1,1,1,0,1
50887,1,1,0,0,0,0
50888,0,1,2,0,0,2
50889,0,1,2,0,0,2
50890,0,1,0,1,0,2
50891,1,0,0,2,0,0
50892,1,0,1,2,0,0
50893,1,0,0,2,0,0
50894,0,1,2,0,0,2
50895,0,1,2,0,0,2
50896,1,1,0,0,0,1
50897,1,0,1,1,0,0
50898,0,1,2,0,0,2
50899,0,1,2,1,0,2
50900,1,1,1,0,0,1
50901,0,1,2,1,0,2
50902,0,1,2,1,0,2
50903,1,1,1,1,0,1
50904,0,1,2,1,0,2
50905,0,1,1,0,0,2
50906,1,1,1,0,0,1
50907,1,1,1,1,0,1
50908,0,1,2,0,0,2
50909,1,1,0,0,0,0
50910,0,1,2,0,0,2
50911,1,1,0,0,0,0
50912,1,1,0,0,0,1
50913,0,1,2,1,0,2
50914,0,1,2,1,0,2
50915,0,1,0,0,0,2
50916,0,1,2,0,0,2
50917,1,0,0,2,0,0
50918,1,1,0,0,0,1
50919,1,0,0,2,0,0
50920,0,1,2,0,0,2
50921,0,1,0,0,0,2
50922,0,1,2,0,0,2
50923,0,1,2,0,0,2
50924,0,1,2,0,0,2
50925,1,1,1,0,0,1
50926,0,1,2,0,0,2
50927,0,1,2,0,0,2
50928,1,0,0,2,0,0
50929,0,1,2,0,0,2
50930,1,1,0,0,0,1
50931,1,1,0,0,0,1
50932,1,0,1,2,0,0
50933,0,1,2,0,0,2
50934,0,1,2,1,0,2
50935,1,0,0,2,0,0
50936,0,1,2,0,0,2
